Text,Tag,Markers
22- Dünya genelinde en çok kullanılan mesajlaşma uygulamaları nelerdir ve popülerlikleri neye bağlıdır?,tech,questions5_csv
What are the benefits of taking a daily multivitamin?,non-tech,questions5_csv
İnsanlar neden doğayı kirletir ve doğal kaynakları tüketirler ve bunu nasıl engelleyebiliriz?,non-tech,questions5_csv
Yabancı dil öğrenmenin en iyi yolu nedir?,non-tech,questions5_csv
19- Hangi dijital müzik servisleri en geniş müzik kataloğuna sahiptir ve hangi özellikleri vardır?,tech,questions5_csv
What are some natural remedies for common ailments like headaches or colds?,non-tech,questions5_csv
What are some healthy meal ideas for a vegetarian diet?,non-tech,questions5_csv
Hangi dil öğrenme yöntemleri en etkili ve önerilenler arasındadır ve nasıl kullanılır?,non-tech,questions5_csv
Why do some people have a fear of heights or vertigo?,non-tech,questions5_csv
Hayvanların hakları konusunda ne düşünüyorsunuz ve hayvan haklarını korumanın önemi nedir?,non-tech,questions5_csv
What is the best way to maintain a healthy work-life balance?,non-tech,questions5_csv
What are some tips for staying motivated and avoiding burnout?,non-tech,questions5_csv
SSD disk nedir ve HDD diskten ne farkı vardır?,tech,questions5_csv
Hangi müzik aleti en kolay öğrenilir?,non-tech,questions5_csv
Depresyondan nasıl kurtulabilirim?,non-tech,questions5_csv
Birkaç kilo vermek için ne yapabilirim?,non-tech,questions5_csv
En iyi fotoğraf makinesi hangisidir?,tech,questions5_csv
Hangi sanat türleri ve sanatçılar psikolojik açıdan iyi oluşu destekler ve zihinsel sağlık için önerilir?,non-tech,questions5_csv
Hangi otomobil markası güvenliği ve teknolojik özellikleriyle öne çıkıyor ve hangi modelleri tavsiye edersiniz?,tech,questions5_csv
Evlerimizi dekore ederken nasıl estetik kararlar almalı ve mekânları güzelleştirmeliyiz?,non-tech,questions5_csv
What is the most effective way to learn a new language?,non-tech,questions5_csv
What is the best way to train a puppy?,non-tech,questions5_csv
Hangi online platformlar en iyi ücretsiz eğitim ve öğrenme kaynakları sunar ve nasıl erişilebilirler?,tech,questions5_csv
Why is it important to practice self-care and prioritize mental health?,non-tech,questions5_csv
Why is exercise important for overall health and well-being?,non-tech,questions5_csv
How can I become more organized in my daily life?,non-tech,questions5_csv
Bilgisayarımın işletim sistemi yavaşladı ve performansı düştü,tech,questions5_csv
Gelecekte seyahatlerimizi nasıl planlamalıyız,non-tech,questions5_csv
How can I become a better writer?,non-tech,questions5_csv
Hangi müzik türleri ve sanatçılar daha sakinleştirici ve rahatlatıcı etkilere sahiptir ve stresle başa çıkmak için önerilir?,non-tech,questions5_csv
8- Hangi tür oyun fareleri ve klavyeleri en iyi performansı sağlar ve oyuncular için neden önemlidir?,tech,questions5_csv
Hamilelikte egzersiz yapmak zararlı mıdır?,non-tech,questions5_csv
Gözlük takmak göz bozukluğunu düzeltir mi?,non-tech,questions5_csv
What are some effective strategies for conflict resolution in relationships?,non-tech,questions5_csv
Medyanın insanlar üzerindeki etkisi nedir ve bu etkiyi nasıl sınırlandırabiliriz?,non-tech,questions5_csv
What are some effective stress-relief techniques?,non-tech,questions5_csv
Gelecekte iş hayatı nasıl değişecek ve bu değişikliklere nasıl uyum sağlayabiliriz?,non-tech,questions5_csv
Bir bilgisayar kasasında kaç fan olmalıdır?,tech,questions5_csv
What are the best ways to prevent and treat back pain?,non-tech,questions5_csv
Hangi müzik türü en çok dinlenir?,non-tech,questions5_csv
21- Hangi internet tarayıcıları en hızlı ve en güvenli performansı sağlar ve neden önemlidir?,tech,questions5_csv
What are some effective study techniques for students?,non-tech,questions5_csv
Eski bir bilgisayarı hızlandırmak için ne yapabilirim?,tech,questions5_csv
How can I become more confident and assertive in my daily life?,non-tech,questions5_csv
Hangi hobiler ve etkinlikler ruh sağlığı,non-tech,questions5_csv
Bilgisayarın açılması çok uzun sürüyor,tech,questions5_csv
Uzun vadeli bir ilişkinin sırrı nedir ve neden?,non-tech,questions5_csv
Hangi kitaplar en çok satılmaktadır?,non-tech,questions5_csv
Kablosuz kulaklık seçerken nelere dikkat etmeliyim?,tech,questions5_csv
What are the benefits of using a standing desk at work?,non-tech,questions5_csv
İnternet güvenliği ve kişisel veri gizliliği konusunda hangi adımlar ve önlemler alınabilir? Hangi yazılımlar ve uygulamalar daha güvenli ve önerilenlerdir?,tech,questions5_csv
Bir yazılımcı ne kadar kazanır?,tech,questions5_csv
What are some tips for creating and sticking to a workout routine?,non-tech,questions5_csv
Why do some people experience difficulty sleeping?,non-tech,questions5_csv
İnsanlar neden alışveriş yaparlar ve alışveriş yaparken nelere dikkat etmelidirler?,non-tech,questions5_csv
Hangi bisiklet markası en iyisidir?,non-tech,questions5_csv
Hangi finansal stratejiler kredi skoru,non-tech,questions5_csv
How can I prevent myself from getting sick during flu season?,non-tech,questions5_csv
What is the best way to handle and manage stress in the workplace?,non-tech,questions5_csv
How can I develop and maintain a regular meditation practice?,non-tech,questions5_csv
Hangi yazılımlar ve uygulamalar iş verimliliğimizi artırmak ve daha iyi organize olmak için kullanışlıdır?,tech,questions5_csv
Yumurtayı nasıl pişirmeliyim?,non-tech,questions5_csv
Hangi seyahat destinasyonları doğa,non-tech,questions5_csv
5- Online satın alınan ürünlerin geri dönüşü nasıl yapılır ve süreç nasıl işler?,non-tech,questions5_csv
15- Hangi programlama dilleri veri bilimi ve yapay zeka uygulamaları için en iyi performansı sağlar?,tech,questions5_csv
Çocuklara nasıl müzik dinletmeli ve onların müzik zevklerini geliştirmeliyiz?,non-tech,questions5_csv
İnsanların motivasyonu nasıl arttırılır ve motivasyonun uzun dönemdeki etkisi nedir?,non-tech,questions5_csv
Hangi programlama dilleri şu anda en popüler ve talep görüyor ve hangilerini öğrenmek iş imkanlarımı artırır?,tech,questions5_csv
Kediler hangi yiyecekleri yiyemezler?,non-tech,questions5_csv
7- Mobil uygulama geliştirme süreci nasıl işler ve hangi programlama dilleri kullanılır?,tech,questions5_csv
4x4 arazi aracı alırken nelere dikkat etmeliyim?,non-tech:tech,questions5_csv
Why is it important to have a work-life balance?,non-tech,questions5_csv
Bir insanın zekası ne ölçüde kalıtımsaldır ve ne ölçüde çevresel faktörlere bağlıdır?,non-tech,questions5_csv
Why do some people experience anxiety or panic attacks?,non-tech,questions5_csv
What are some tips for improving indoor air quality in the home?,non-tech,questions5_csv
How can I improve my creative thinking and problem-solving skills?,non-tech,questions5_csv
What is the best way to budget and save money?,non-tech,questions5_csv
Sanatın insan hayatındaki önemi nedir ve toplumların kültürel gelişimine nasıl katkı sağlar?,non-tech,questions5_csv
Haftada kaç kez spor yapılmalıdır?,non-tech,questions5_csv
Yüzme öğrenmek kaç ders sürer?,non-tech,questions5_csv
Hangi doğal güzellik ürünleri cilt bakımı için önerilir ve sağlıklı cilt için nasıl kullanılır?,non-tech,questions5_csv
En iyi oyun laptopu hangisi?,tech,questions5_csv
Hangi yemek tarifi en kolaydır?,non-tech,questions5_csv
18- Evde yapılabilecek yoga egzersizleri hakkında bilinmesi gerekenler nelerdir ve hangi uygulamalar kullanılabilir?,non-tech,questions5_csv
Karpuz nasıl seçilir?,non-tech,questions5_csv
Hangi dijital cihazlar ve teknolojik aletler işlerimizi daha kolaylaştırabilir ve verimliliğimizi artırabilir?,tech,questions5_csv
Akıllı telefonumda batarya ömrünü nasıl uzatabilirim?,tech,questions5_csv
Hangi programlama dili en çok kullanılıyor?,tech,questions5_csv
How can I improve my memory and concentration?,non-tech,questions5_csv
What is the difference between a router and a switch?,tech,questions6_csv
Yapay zeka nedir ve nasıl çalışır?,tech,questions6_csv
Adobe Premiere Pro ile video düzenleme nasıl yapılır?,tech,questions6_csv
Bilgisayarımın fanının gürültüsünü nasıl azaltabilirim ve hangi programlar kullanılabilir?,tech,questions6_csv
YouTube'da en çok para kazandıran video türleri nelerdir?,tech,questions6_csv
Bilgisayarımda donanımsal bir sorun olduğunu nasıl anlarım?,tech,questions6_csv
Facebook reklam kampanyalarında hedef kitle nasıl belirlenir?,tech,questions6_csv
Veri tabanı yönetimi için kullanılabilecek en popüler araçlar nelerdir ve nasıl kullanılırlar?,tech,questions6_csv
Yeni bir bilgisayar almadan önce hangi özellikleri araştırmalıyım?,tech,questions6_csv
Masaüstü bilgisayarlarda fan temizliği nasıl yapılır?,tech,questions6_csv
Internet of Things (IoT) nedir ve hayatımızı nasıl etkiler?,tech,questions6_csv
Bilgisayar virüslerini nasıl tespit ederim ve nasıl temizlerim?,tech,questions6_csv
How can I improve my typing speed and accuracy on a computer keyboard?,tech,questions6_csv
How can I improve the performance of my graphics card in a computer?,tech,questions6_csv
Hangi SSD markası daha hızlı performans sunar?,tech,questions6_csv
E-ticaret sitelerinde müşteri memnuniyeti için neler yapılabilir?,tech,questions6_csv
Güvenli bir şifre nasıl oluşturulur?,tech,questions6_csv
Yeni bir telefona geçerken ne tür verilerimi aktarabilirim?,tech,questions6_csv
Güvenli bir şifre oluşturmak için ipuçları nelerdir?,tech,questions6_csv
How to secure your Wi-Fi network from hackers?,tech,questions6_csv
Bir çamaşır makinesi ne kadar sıklıkta temizlenmelidir?,tech,questions6_csv
Video oyunu geliştirme süreci nasıl ilerler?,tech,questions6_csv
JavaScript'te arrow function'lar nasıl kullanılır ve ne işe yarar?,tech,questions6_csv
Mobil uygulama güvenliği için neler yapılmalıdır?,tech,questions6_csv
Yeni bir bilgisayar alırken nelere dikkat etmeliyim ve hangi bileşenler önemlidir?,tech,questions6_csv
Android cihazlarda pil ömrünü uzatmak için neler yapılabilir?,tech,questions6_csv
Hangi teknoloji trendleri yakın gelecekte daha popüler olacak?,tech,questions6_csv
En sevdiğin yemek nedir? (What is your favorite food?),non-tech,questions6_csv
Hangi ülkelerde internet erişimi en yaygındır?,tech,questions6_csv
Bilgisayar parçalarının ömrü ne kadar sürer ve nasıl korunur?,tech,questions6_csv
What is the difference between encryption and hashing,tech,questions6_csv
How do I connect my phone to my TV?,tech,questions6_csv
Bilgisayarımın performansını artırmak için hangi bileşenleri yükseltmeliyim ve nasıl yapabilirim?,tech,questions6_csv
Nesnelerin İnterneti (IoT) teknolojisi,tech,questions6_csv
What is the purpose of a firewall in computer networks?,tech,questions6_csv
Yüksek kaliteli fotoğraflar çekmek için hangi ayarlar kullanılmalıdır?,tech,questions6_csv
How can I extend the battery life of my laptop?,tech,questions6_csv
Adobe Illustrator'da vektörel tasarım yapmanın avantajları nelerdir?,tech,questions6_csv
What are the best tools for remote collaboration and communication?,tech,questions6_csv
Hangi ülkelerde sağlık sistemi en gelişmiş durumda?,non-tech,questions6_csv
Ses kaydı yapmak için hangi programları kullanabilirim ve hangi ayarları yapmalıyım?,tech,questions6_csv
Evde kolayca yapabileceğimiz tamir işleri nelerdir?,tech:non-tech,questions6_csv
How can we use machine learning algorithms to improve the accuracy of predictive analytics models?,tech,questions6_csv
What are the top programming languages to learn in 2022?,tech,questions6_csv
Mobil uygulama geliştirirken kullanılabilecek en etkili araçlar nelerdir?,tech,questions6_csv
What is the difference between a router and a modem in a home network?,tech,questions6_csv
Hangi akıllı saat markası ve modeli seçmeliyim ve hangi özellikler tercih edilmelidir?,tech,questions6_csv
Hangi akıllı telefon daha uzun pil ömrüne sahiptir?,tech,questions6_csv
Büyük veri yönetimi için hangi veri tabanı sistemleri en uygun seçimlerdir?,tech,questions6_csv
Hangi programlama dili öğrenmek için başlangıç seviyesinde bir kaynak önerirsiniz?,tech,questions6_csv
Hangi online eğitim platformu en iyi ve en uygun fiyatlıdır?,tech,questions6_csv
Hangi müzik çalma uygulaması en iyi ses kalitesine sahiptir?,tech,questions6_csv
Hangi dijital kamera markası en iyi video kalitesini sağlar?,tech,questions6_csv
What are some common cybersecurity threats and how can they be prevented?,tech,questions6_csv
What are the differences between a software developer and a software engineer?,tech,questions6_csv
Nasıl bir web sitesi tasarımı,tech,questions6_csv
Instagram'da sponsorlu içerik nasıl belirlenir ve nasıl yayınlanır?,tech,questions6_csv
Nasıl daha iyi bir dijital çalışma ortamı yaratabilirim?,tech,questions6_csv
Hangi oyun konsolu daha iyi performans ve grafik kalitesi sağlar?,tech,questions6_csv
Hangi dijital not defteri uygulaması en iyi performansa sahiptir?,tech,questions6_csv
How can I troubleshoot a network connectivity issue?,tech,questions6_csv
Dünya genelindeki en yaygın sosyal medya platformları nelerdir ve nasıl kullanılırlar?,tech,questions6_csv
What are the benefits of using a VPN on my computer?,tech,questions6_csv
What are some common data structures used in programming and how do they work?,tech,questions6_csv
Hangi laptop markası ve modeli seçmeliyim ve hangi özellikler tercih edilmelidir?,tech,questions6_csv
What are the top programming languages to learn for web development?,tech,questions6_csv
İnternet bağlantımı güvenli hale getirmek için neler yapabilirim?,tech,questions6_csv
Hangi bilgisayar parçaları oyuncular için daha iyi performans sağlar?,tech,questions6_csv
How can I reset my phone to its factory settings?,tech,questions6_csv
What are some tips for improving my productivity while working from home?,non-tech,questions6_csv
Programlamada verimlilik nasıl artırılabilir?,tech,questions6_csv
What is the role of APIs in modern web development and how can they be used effectively?,tech,questions6_csv
What are some common programming languages used in web development?,tech,questions6_csv
How can I improve my computer's performance?,tech,questions6_csv
What is the difference between HTML and CSS?,tech,questions6_csv
Python ile veri analizi nasıl yapılır?,tech,questions6_csv
Kuru temizleme yöntemi ile hangi kıyafetler temizlenir?,non-tech,questions6_csv
How can I protect my computer from viruses and malware?,tech,questions6_csv
What is the difference between a JPEG and a PNG image file?,tech,questions6_csv
What is the difference between RAM and ROM in a computer?,tech,questions6_csv
What are the benefits and limitations of cloud computing for businesses?,tech,questions6_csv
Hangi kamera lensi ne işe yarar?,tech,questions6_csv
Ekran kartı güncelleme nasıl yapılır?,tech,questions6_csv
Bir web sitesi oluşturmak için hangi programlama dilleri kullanabilirim ve hangi hosting şirketleri tercih edilmelidir?,tech,questions6_csv
How can we use data visualization to make complex information more easily understandable?,tech,questions6_csv
Bir oyun geliştirmek için neler gereklidir ve hangi programlama dilleri tercih edilmelidir?,tech,questions6_csv
İlk programlama dili olarak hangisini öğrenmeliyim?,tech,questions6_csv
USB belleklerin ömrü ne kadar sürer?,tech,questions6_csv
Hangi web tarayıcısı daha hızlı ve güvenli?,tech,questions6_csv
Hayatımızın amacını nasıl bulabiliriz?,non-tech,questions6_csv
What are the advantages and disadvantages of using cloud storage for my files?,tech,questions6_csv
Kablosuz şarj cihazı nasıl kullanılır?,tech,questions6_csv
Türkiye'de kaç tane şehir vardır? (How many cities are there in Turkey?),non-tech,questions6_csv
Instagram hesabımın hacklenmesi durumunda ne yapabilirim ve hesabımı korumak için hangi önlemleri alabilirim?,tech,questions6_csv
How can I recover a forgotten password for my email account?,tech,questions6_csv
What programming languages are used for web development?,tech,questions6_csv
Mobil uygulama nasıl yapılır?,tech,questions6_csv
Güvenli bir ağ oluşturmak için nelere dikkat etmeliyim?,tech,questions6_csv
What is the difference between a software and a program?,tech,questions6_csv
How can I speed up my internet connection?,tech,questions6_csv
How can I protect my computer from viruses?,tech,questions6_csv
How can I recover deleted files from my computer or phone?,tech,questions6_csv
En sevdiğin TV dizisi nedir? (What is your favorite TV series?),non-tech,questions6_csv
Hangi programlama dilleri ile yapay zeka ve makine öğrenmesi projeleri oluşturabilirim?,tech,questions6_csv
What is the difference between an operating system and a utility program?,tech,questions6_csv
How to optimize a website for search engines?,tech,questions6_csv
Hangi dijital güvenlik aracı en iyi korumaya sahiptir?,tech,questions6_csv
Yeni bir dil öğrenirken nelere dikkat etmeliyim ve hangi kaynakları kullanabilirim?,non-tech,questions6_csv
Hangi akıllı telefon markası en yüksek kamera çözünürlüğünü sağlar?,tech,questions6_csv
Laptopumda bir program nasıl kaldırılır?,tech,questions6_csv
What is the difference between a hard disk drive and a solid-state drive?,tech,questions6_csv
Hangi video oyun konsolu en iyi performansı sunar?,tech,questions6_csv
İnternet hızımın düşük olmasının nedenleri nelerdir ve nasıl çözülebilir?,tech,questions6_csv
Hangi ülke en yüksek yaşam standartlarına sahiptir?,non-tech,questions6_csv
En güvenli bulut depolama sağlayıcıları hangileridir?,tech,questions6_csv
How can I speed up my slow laptop?,tech,questions6_csv
İleri seviye veri analizi için kullanılan en popüler programlama dilleri hangileridir?,tech,questions6_csv
En yaygın Windows hatalarından bazıları nelerdir ve bunları nasıl çözebilirim?,tech,questions6_csv
How can I recover a forgotten password for my email or social media account?,tech,questions6_csv
What is the difference between software and hardware in a computer?,tech,questions6_csv
WordPress ile e-ticaret sitesi nasıl oluşturulur?,tech,questions6_csv
Twitter'da trending topic nedir ve nasıl belirlenir?,tech,questions6_csv
Yeni bir laptop satın alırken nelere dikkat etmeliyim?,tech,questions6_csv
Günümüzde en popüler sosyal medya uygulaması hangisidir?,tech,questions6_csv
Hangi internet sağlayıcısı daha hızlı ve daha güvenilirdir?,tech,questions6_csv
Telefonumda kaybolan verilerimi geri nasıl getirebilirim ve hangi programları kullanabilirim?,tech,questions6_csv
Yapay zeka alanındaki en yenilikçi teknolojiler nelerdir ve hangi alanlarda kullanılırlar?,tech,questions6_csv
Nasıl daha iyi bir internet hızı elde edebilirim?,tech,questions6_csv
"Telefonumda sürekli olarak karşılaştığım ""ağ hatası"" sorunu nasıl çözülebilir?",tech,questions6_csv
How can we improve the performance of a web application?,tech,questions6_csv
How do I improve the battery life of my smartphone?,tech,questions6_csv
Püskürtmeli sulama sistemi nasıl kurulur?,tech,questions6_csv
Hangi ayakkabı markası en rahat ve dayanıklıdır?,non-tech,questions6_csv
Telefonumda virüs var mı,tech,questions6_csv
Telefonumun hafızasını nasıl temizleyebilirim?,tech,questions6_csv
"Telefonumda sık sık karşılaştığım ""uygulama yanıt vermiyor"" sorununun nedenleri",tech,questions6_csv
Bluetooth kulaklık bağlantısı neden kesilir ve çözümü nedir?,tech,questions6_csv
Telefonumda yer açmak için hangi dosyaları silmeliyim ve hangi uygulamaları kullanabilirim?,tech,questions6_csv
Hangi işletim sistemi daha güvenli ve daha az savunmasızdır?,tech,questions6_csv
C++ dilinde dinamik bellek yönetimi nasıl yapılır?,tech,questions6_csv
What is the difference between a virus and a malware?,tech,questions6_csv
Uygun fiyatlı bir akıllı telefon önerir misiniz?,tech,questions6_csv
Hangi markanın kulaklıkları en iyi ses kalitesini sağlar?,tech,questions6_csv
What are some good resources to learn coding for beginners?,tech,questions6_csv
Bilgisayarımın depolama alanını nasıl artırabilirim?,tech,questions6_csv
Bilgisayarımda virüs nasıl tespit edilir ve silinir?,tech,questions6_csv
How can we use data mining to identify patterns and trends in large data sets?,tech,questions6_csv
Hangi programlama dili oyun geliştirme için daha uygun?,tech,questions6_csv
Bilgisayarda bellek (RAM) nasıl yükseltilir?,tech,questions6_csv
How to backup important data on a computer or a phone?,tech,questions6_csv
How can I improve my Wi-Fi signal strength at home?,tech,questions6_csv
Tornavida kullanırken nelere dikkat etmeliyim ve hangi tür tornavida hangi durumlarda kullanılmalıdır?,tech,questions6_csv
Hangi sanal özel ağ (VPN) sağlayıcıları daha güvenlidir?,tech,questions6_csv
Hangi web tarayıcısı daha hızlı ve daha güvenlidir?,tech,questions6_csv
What are some common cybersecurity risks associated with remote work and how can they be mitigated?,tech,questions6_csv
What are the key principles of user-centered design and how can they be applied in web development?,tech,questions6_csv
Telefonumun şarj ömrünü nasıl uzatabilirim?,tech,questions6_csv
Web sitelerinin SEO uyumlu olması için nelere dikkat edilmelidir?,tech,questions6_csv
E-ticaret sitelerinin kullanıcı deneyimini geliştirmek için nelere dikkat edilmelidir?,tech,questions6_csv
Hangi online eğitim platformları ücretsiz veya düşük maliyetlidir?,tech,questions6_csv
How can I transfer files between my phone and my computer?,tech,questions6_csv
Hangi akıllı telefon kameraları daha iyi performans gösterir?,tech,questions6_csv
How can we use virtual reality to enhance the learning experience in education?,tech,questions6_csv
Instagram'da etkili reklam kampanyaları nasıl oluşturulur?,tech,questions6_csv
Telefonumun şarjı hızlı bir şekilde bitiyor,tech,questions6_csv
Photoshop programında Layers Paneli ne işe yarar?,tech,questions6_csv
Robotlar gelecekte insanların yerini alacak mı?,tech,questions6_csv
Canlı yayın platformu Twitch'te kanal açmak için gerekenler nelerdir?,tech,questions6_csv
Hangi programlama dilleri,tech,questions6_csv
What are some common coding languages used in artificial intelligence and machine learning?,tech,questions6_csv
Kullanmadığım dosyaları nasıl silerim ve bilgisayarımı temizlerim?,tech,questions6_csv
Hangi web tarayıcısı en hızlıdır?,tech,questions6_csv
What is the difference between RAM and ROM?,tech,questions6_csv
How to troubleshoot network connection problems on Windows?,tech,questions6_csv
YouTube'da video SEO nasıl yapılır?,tech,questions6_csv
What are the best practices for cybersecurity in the workplace?,tech,questions6_csv
Hangi programlama dili gelecekte daha popüler olacak?,tech,questions6_csv
Hangi antivirüs programları güvenilir ve hangi özelliklere sahip olmalıdır?,tech,questions6_csv
Unity kullanarak 3D oyun nasıl yapılır?,tech,questions6_csv
Geçen hafta sonu ne yaptın? (What did you do last weekend?),non-tech,questions6_csv
İnsan beyni kaç gigabayt hafızaya sahiptir?,tech,questions6_csv
Depolama birimi olarak SSD mi HDD mi seçmeliyim?,tech,questions6_csv
What is the difference between a laptop and a tablet?,tech,questions6_csv
İnternet bağlantım neden yavaş?,tech,questions6_csv
What is the difference between a keyboard and a mouse?,tech,questions6_csv
Web sitelerinin performansını artırmak için kullanılan teknikler nelerdir?,tech,questions6_csv
How can we use natural language processing to improve chatbot functionality?,tech,questions6_csv
Televizyonumun ekranı karardı,tech,questions6_csv
Akıllı ev sistemleri nelerdir ve nasıl kurulur?,tech,questions6_csv
How can I create a strong and secure password for my accounts?,tech,questions6_csv
Kullanmadığım uygulamaları nasıl kaldırabilirim?,tech,questions6_csv
Gözlük seçerken nelere dikkat etmek gerekir?,non-tech,kisasorular_csv
CPU ve GPU kelimeleri ne anlama gelmektedir?,tech,kisasorular_csv
Hangi müzik türleri çalışma motivasyonunu artırır?,non-tech,kisasorular_csv
Laptobuma su döküldü ne yapmalıyım?,tech,kisasorular_csv
Gelişmiş veri analizi teknikleri,tech,kisasorular_csv
Hangi yemekler protein açısından zengindir?,non-tech,kisasorular_csv
Hangi hayvanların en uzun ömürleri vardır?,non-tech,kisasorular_csv
Bilgisayarda yeni bir metin dosyası nasıl oluştururum,tech,kisasorular_csv
Hangi tarih dönemleri sanat için en önemlidir?,non-tech,kisasorular_csv
Yeryüzündeki en derin çukur nerededir?,non-tech,kisasorular_csv
Hangi sporcunun atletizm dünya rekoru halen kırılamamıştır?,non-tech,kisasorular_csv
Verileri küçükten büyüğe sıralayan algoritmalar hangileridir?,tech,kisasorular_csv
Bilgisayarda scroll lock tuşu ne işe yarar,tech,kisasorular_csv
Pause break tuşu ne işe yarar,tech,kisasorular_csv
Hangi ülkeler küresel ısınmaya en çok katkı sağlar?,non-tech,kisasorular_csv
Hangi yazarlar dünya edebiyatı için en önemlidir?,non-tech,kisasorular_csv
Hangi yiyecekler bağışıklık sistemini güçlendirir?,non-tech,kisasorular_csv
Hangi egzersizler kalp sağlığı için iyidir?,non-tech,kisasorular_csv
Hangi sporcunun olimpiyatlarda en fazla altın madalyası bulunmaktadır?,non-tech,kisasorular_csv
Hangi hayvanlar nesli tükenme tehlikesi altında?,non-tech,kisasorular_csv
Hangi finansal araçlar en karlıdır?,non-tech,kisasorular_csv
Nesnelerin interneti (IoT) teknolojisi,tech,kisasorular_csv
Gelişmiş makine öğrenimi algoritmaları,tech,kisasorular_csv
Yapay zeka ve otonom araç teknolojileri,tech,kisasorular_csv
Kahverengi diye bir renk gerçekten var mı ?,non-tech,kisasorular_csv
java ile javascript aynı dil midir?,tech,kisasorular_csv
Endüstri 4.0'ın etkisi nedir ve gelecekte nasıl bir teknoloji dönüşümüne yol açabilir?,tech,kisasorular_csv
Hangi meyveler ve sebzeler sindirimi kolaylaştırır?,non-tech,kisasorular_csv
Hangi otomobil markaları güvenilir ve ekonomiktir?,tech,kisasorular_csv
Güneş koruyucu ürünler nasıl seçilir?,non-tech,kisasorular_csv
Irkçılık karşıtı mücadele nedeniyle 1993 yılında Nobel Barış Ödülü alan Güney Afrikalı lider kimdir?,non-tech,kisasorular_csv
Hangi renkler duygu durumunu etkiler?,non-tech,kisasorular_csv
Obje odaklı programlama dilleri hangileridir,tech,kisasorular_csv
Basit karbonhidratlar nelerdir,non-tech,kisasorular_csv
Num lock tuşu ne işe yarar,tech,kisasorular_csv
Hangi hayvanlar en zeki olarak kabul edilir?,non-tech,kisasorular_csv
Veri tabanı yönetim sistemleri nelerdir?,tech,kisasorular_csv
Hangi teknolojiler siber güvenlik için en önemlidir?,tech,kisasorular_csv
Yapay zeka ve makine öğrenimi teknolojileri,tech,kisasorular_csv
Hangi mesleklerde freelance çalışmak mümkündür?,non-tech,kisasorular_csv
Çiçekler neden güzel kokar,non-tech,kisasorular_csv
İşlemci hızı ne kadar önemlidir?,tech,kisasorular_csv
2x8gb ram mi daha iyi yoksa 1x16gb ram mi?,tech,kisasorular_csv
Gelişmiş veri analizi ve yapay zeka teknolojileri,tech,kisasorular_csv
Hangi ülkeler genç iş arayanlar için fırsatlar sunar?,non-tech,kisasorular_csv
Nobel ödülleri hangi alanda verilmez?,non-tech,kisasorular_csv
İş görüşmesinde nelere dikkat edilmelidir?,non-tech,kisasorular_csv
Hangi sektörlerdeki işler gelecekte büyüme gösterecek?,non-tech,kisasorular_csv
Bilgisayarladaki mantıksal işlem birimi nedir,tech,kisasorular_csv
En etkili stres yönetimi teknikleri nelerdir?,non-tech,kisasorular_csv
Dünya nüfusunun artış hızı ne kadar?,non-tech,kisasorular_csv
İnternet hızını artırmak için ne yapılabilir?,tech,kisasorular_csv
Arşimet prensibi hangi bilim dalıyla ilgilidir?,non-tech,kisasorular_csv
How to enhance video quality of my pc?,tech,kisasorular_csv
İnsanlar neden yalan söyler?,non-tech,kisasorular_csv
Kahve satın alırken nelere dikkat etmek gerekir?,non-tech,kisasorular_csv
İşletmelerde iş etiği neden önemlidir?,non-tech,kisasorular_csv
Karada yaşayan memeli hayvan türleri hangileridir?,non-tech,kisasorular_csv
Hangi teknolojiler gelecekte hayatımızı değiştirecek?,tech,kisasorular_csv
Karbon monoksit zehirlenmesi belirtileri nelerdir?,non-tech,kisasorular_csv
Tornavida hangi tarafa doğru çevrilmeli,tech,kisasorular_csv
Wi-fi'a bağlanamıyorum,tech,kisasorular_csv
İnsanlar gerçekten maymunlardan mı evrimleşti?,non-tech,kisasorular_csv
Gelişmiş veri yönetimi ve büyük veri işleme teknolojileri,tech,kisasorular_csv
Hangi bitkiler evde yetiştirilebilir?,non-tech,kisasorular_csv
Hangi sporlar kilo vermeye yardımcı olur?,non-tech,kisasorular_csv
Dünya üzerinde kaç tane resmi dil vardır?,non-tech,kisasorular_csv
Hangi yiyecekler enerji artışı sağlar?,non-tech,kisasorular_csv
Oyun oynarken bilgisayarım yavaşlıyor,tech,kisasorular_csv
Yaşlılarda mental sağlığı korumak için neler yapılabilir?,non-tech,kisasorular_csv
Şirketlerin sürdürülebilirlik stratejileri nelerdir?,non-tech,kisasorular_csv
Hangi ülkeler turizm açısından en popülerdir?,non-tech,kisasorular_csv
Hangi bitkilerin çayı sağlık için faydalıdır?,non-tech,kisasorular_csv
Bilgisayarım güncelleme almıyor ne yapmalıyım?,tech,sonsorular_csv
Bulaşık makinesi satın alırken nelere dikkat etmek gerekir?,tech,sonsorular_csv
Yapay zeka teknolojileri insan hayatını kolaylaştırıyor mu yoksa bu tehlikeli bir durum mudur?,tech,sonsorular_csv
What are the latest advancements in quantum computing and how might they impact the technology industry?,tech,sonsorular_csv
Who is the current Secretary-General of the United Nations?,non-tech,sonsorular_csv
İlk edebi roman hangisidir?,non-tech,sonsorular_csv
Pasaport nasıl çıkartılır?,non-tech,sonsorular_csv
biçimsel diller ne demektir?,tech,sonsorular_csv
Vergi borcunu nereye ödemeliyim?,non-tech,sonsorular_csv
